Department,year,AwardPounds
William Harvey Research Institute,2015,1640271.0
William Harvey Research Institute,2016,728478.0
William Harvey Research Institute,2017,1271345.0
William Harvey Research Institute,2018,2094421.0
Wolfson Brain Imaging Centre,2013,1016891.0
Wolfson Brain Imaging Centre,2017,2266306.0
Wolfson Centre for Age Related Diseases,2011,1913771.0
Wolfson Centre for Age Related Diseases,2015,691748.0
Wolfson Centre for Age Related Diseases,2016,1039372.0
Wolfson Centre for Age Related Diseases,2017,1265702.0
Wolfson Centre for Age Related Diseases,2018,2063287.0
Wolfson Institute,2017,499981.0
"Wolfson Sch of Mech, Elec & Manufac Eng",2013,4702234.0
"Wolfson Sch of Mech, Elec & Manufac Eng",2014,7793048.0
"Wolfson Sch of Mech, Elec & Manufac Eng",2015,692008.0
"Wolfson Sch of Mech, Elec & Manufac Eng",2016,10079417.0
"Wolfson Sch of Mech, Elec & Manufac Eng",2017,3180508.0
"Wolfson Sch of Mech, Elec & Manufac Eng",2018,1379167.0
Women's Health,2014,842146.0
Women's Health,2016,1314833.0
Women's Health,2017,8789261.0
Women's Health,2018,1360668.0
Women’s & Reproductive Health,2017,422155.0
Women’s & Reproductive Health,2018,365199.0
World Cultures,2017,390294.0
York Law School,2014,1048502.0
York Law School,2018,608744.0
Zoology,2013,2063371.0
Zoology,2014,2170976.0
Zoology,2015,450472.0
Zoology,2016,2803392.0
Zoology,2017,1719160.0
Zoology,2018,4529574.0
