,FundingOrgName,LeadROName,Department,ProjectCategory,StartDate,EndDate,AwardPounds,Region
2577,Innovate UK,Rolls-Royce plc,,CRD,01/11/2018,30/06/2022,8912011.0,London
2578,Innovate UK,University of Westminster,,Knowledge Transfer Partnership,01/07/2016,30/06/2019,140064.0,London
2580,EPSRC,University of Surrey,Surrey Space Centre Academic,Fellowship,27/06/2018,26/06/2021,524716.0,South East
2581,NERC,University of Leicester,National Centre for Earth Observation,Research Grant,01/01/2018,31/03/2020,882317.0,East Midlands
2589,STFC,Open University,"Faculty of Sci, Tech, Eng & Maths (STEM)",Research Grant,01/04/2017,31/03/2020,1191589.0,South East
2590,EPSRC,University of Glasgow,Research and Enterprise,Training Grant,01/10/2015,30/09/2019,2854312.0,Scotland
2592,BBSRC,University of Oxford,Oxford Physics,Research Grant,01/04/2018,31/03/2021,300000.0,South East
2594,MRC,University of Cambridge,Clinical Neurosciences,Research Grant,31/10/2018,05/10/2019,233372.0,East of England
2596,EPSRC,University of Oxford,Environmental Change Institute SoGE,Research Grant,01/04/2018,31/03/2023,19435274.0,South East
2597,EPSRC,University of Central Lancashire,Sch of Physical Sciences and Computing,Research Grant,01/11/2018,31/10/2021,244142.0,North West
2599,MRC,University of York,Biology,Research Grant,14/01/2016,13/07/2019,269468.0,Yorkshire and The Humber
2600,BBSRC,Cranfield University,"School of Water, Energy and Environment",Research Grant,01/10/2016,30/09/2019,275733.0,East of England
2601,EPSRC,University of Warwick,Physics,Training Grant,01/10/2018,31/03/2020,103995.0,West Midlands
2603,BBSRC,SRUC,Research,Research Grant,02/02/2017,01/02/2020,281664.0,Scotland
2604,NERC,University of Hull,Geography,Research Grant,14/11/2017,13/09/2018,105548.0,Yorkshire and The Humber
2606,NERC,University College London,Earth Sciences,Fellowship,20/10/2017,19/10/2022,736949.0,London
2607,EPSRC,Cardiff University,School of Physics and Astronomy,Research Grant,01/05/2017,30/04/2021,653987.0,Wales
2608,Innovate UK,PROKARIUM Limited,,Small Business Research Initiative,01/10/2016,31/12/2018,1035557.0,West Midlands
2609,MRC,Imperial College London,Life Sciences,Research Grant,09/05/2016,08/05/2019,455466.0,London
2611,EPSRC,University of St Andrews,Physics and Astronomy,Fellowship,01/12/2017,30/11/2022,1220781.0,Scotland
2612,NERC,University of Leeds,Sch of Geography,Research Grant,01/09/2018,31/08/2023,2952154.0,Yorkshire and The Humber
2613,NC3Rs,University of Manchester,Medical and Human Sciences,Training Grant,14/09/2017,13/09/2020,90000.0,North West
2621,EPSRC,University of Southampton,Sch of Mathematical Sciences,Research Grant,02/10/2017,01/04/2019,100929.0,South East
2622,EPSRC,University of Southampton,Research and Innovation Services,Training Grant,01/10/2013,30/09/2018,617832.0,South East
2624,NERC,Imperial College London,Dept of Computing,Fellowship,01/09/2013,22/12/2018,501588.0,London
2625,Innovate UK,Imutex Limited,,Small Business Research Initiative,01/09/2017,29/02/2020,3600000.0,London
2626,EPSRC,Loughborough University,"Wolfson Sch of Mech, Elec & Manufac Eng",Research Grant,01/12/2018,30/11/2021,406203.0,East Midlands
2627,NERC,University of Exeter,Engineering Computer Science and Maths,Research Grant,01/09/2016,31/08/2019,330261.0,South West
2628,EPSRC,University of Oxford,Mathematical Institute,Research Grant,01/10/2015,30/09/2018,374787.0,South East
2630,BBSRC,John Innes Centre,Crop Genetics,Research Grant,01/12/2018,30/11/2021,424870.0,East of England
2633,EPSRC,Lancaster University,Physics,Research Grant,01/01/2017,31/12/2020,608816.0,North West
2635,AHRC,University of Surrey,English,Research Grant,01/09/2016,31/08/2019,446039.0,South East
2636,STFC,University of Sussex,Sch of Mathematical & Physical Sciences,Research Grant,01/10/2018,31/03/2020,10000.0,South East
2637,MRC,University of Oxford,Wellcome Trust Centre for Human Genetics,Fellowship,16/01/2017,09/01/2021,229023.0,South East
2640,BBSRC,University of Edinburgh,The Roslin Institute,Research Grant,13/11/2017,12/11/2020,471945.0,Scotland
2641,Innovate UK,Cellular Systems (Grantham) Limited,,Feasibility Studies,01/03/2018,28/02/2019,75993.0,East Midlands
2642,EPSRC,Newcastle University,Sch of Engineering,Research Grant,01/06/2016,30/11/2019,668224.0,North East
2645,EPSRC,University of Birmingham,Chemical Engineering,Research Grant,01/01/2018,31/12/2020,450148.0,West Midlands
2647,EPSRC,Swansea University,School of Engineering,Training Grant,01/10/2011,30/09/2018,1248000.0,Wales
2648,Innovate UK,Cardiff University,,CRD,01/11/2018,31/10/2021,122251.0,Wales
2651,EPSRC,University of Liverpool,Computer Science,Research Grant,08/09/2014,07/03/2019,640791.0,North West
2652,BBSRC,Imperial College London,Institute of Clinical Sciences,Research Grant,06/06/2018,05/06/2021,472382.0,London
2653,Innovate UK,Meggitt Aerospace Limited,,BIS-Funded Programmes,01/09/2017,31/08/2020,3729357.0,South West
2654,MRC,University of Oxford,Social Policy and Intervention,Research Grant,01/07/2018,31/12/2021,696716.0,South East
2655,BBSRC,University of Edinburgh,Sch of Biological Sciences,Research Grant,01/07/2015,30/06/2019,785032.0,Scotland
2656,Innovate UK,Care Quality Commission,,CRD,01/10/2018,31/03/2020,494703.0,Unknown
2660,EPSRC,University of Birmingham,Chemical Engineering,Research Grant,01/12/2017,12/07/2019,99441.0,West Midlands
2662,MRC,University of Exeter,Psychology,Research Grant,08/06/2015,07/01/2020,1046793.0,South West
2664,EPSRC,Imperial College London,Electrical and Electronic Engineering,Research Grant,19/12/2016,18/12/2019,1335435.0,London
2665,NERC,Durham University,Earth Sciences,Research Grant,01/10/2017,30/09/2019,37701.0,North East
2666,MRC,University of Sheffield,Health and Related Research,Research Grant,01/09/2017,28/02/2019,150105.0,Yorkshire and The Humber
2667,Innovate UK,Newcastle University,,CRD,01/10/2018,31/01/2021,172716.0,North East
2668,BBSRC,University of Kent,Sch of Biosciences,Research Grant,20/10/2014,19/10/2019,3484653.0,South East
2670,NERC,Centre for Env Fisheries Aqua Sci CEFAS,CEFAS Lowestoft Laboratory,Research Grant,24/02/2014,31/03/2019,384766.0,East of England
2671,Innovate UK,University of Cambridge,,CRD,01/09/2018,31/08/2020,1999926.0,East of England
2674,EPSRC,Goldsmiths College,Computing Department,Research Grant,26/06/2017,31/08/2019,99991.0,London
2675,EPSRC,University of Huddersfield,Research and Enterprise,Training Grant,01/10/2018,31/03/2020,34635.0,Yorkshire and The Humber
2676,STFC,University College London,Physics and Astronomy,Research Grant,01/04/2017,31/03/2020,65308.0,London
2677,EPSRC,University of Bath,Chemical Engineering,Research Grant,01/03/2016,29/02/2020,3182328.0,South West
2679,BBSRC,University of Reading,Food and Nutritional Sciences,Research Grant,13/03/2017,12/03/2020,410749.0,South East
2680,EPSRC,University of Nottingham,Horizon Digital Economy Research,Research Grant,05/09/2018,04/09/2020,1011786.0,East Midlands
2684,MRC,University of Oxford,Biochemistry,Research Grant,12/02/2013,11/02/2019,1979847.0,South East
2685,MRC,University College London,Institute of Neurology,Research Grant,01/04/2018,31/08/2022,1991577.0,London
2686,EPSRC,Imperial College London,Dept of Bioengineering,Research Grant,01/07/2014,30/09/2018,2907114.0,London
2688,EPSRC,Heriot-Watt University,Sch of Engineering and Physical Science,Research Grant,01/11/2015,31/03/2019,351844.0,Scotland
2690,BBSRC,University of Nottingham,School of Life Sciences,Research Grant,31/07/2014,31/01/2020,14242855.0,East Midlands
2693,Innovate UK,Oxular Limited,,Collaborative R&D,01/01/2017,31/12/2018,690003.0,Unknown
2696,Innovate UK,Surface Generation Limited,,Feasibility Studies,01/05/2018,31/01/2019,69920.0,East of England
2697,EPSRC,University of Essex,Computer Sci and Electronic Engineering,Research Grant,01/01/2017,31/12/2019,189195.0,East of England
2698,BBSRC,University of Oxford,Biochemistry,Training Grant,01/10/2015,30/09/2019,95042.0,South East
2702,NERC,University of Leeds,Sch of Geography,Research Grant,01/05/2016,30/04/2020,252509.0,Yorkshire and The Humber
2704,EPSRC,Lancaster University,Computing & Communications,Training Grant,01/10/2014,30/09/2018,883408.0,North West
2706,ESRC,Bournemouth University,Faculty of Management,Research Grant,01/09/2016,16/11/2018,286486.0,South West
2707,Innovate UK,University of Bedfordshire,,Knowledge Transfer Partnership,01/07/2017,30/06/2019,73534.0,East of England
2714,BBSRC,University of York,Biology,Research Grant,16/02/2015,15/02/2020,197881.0,Yorkshire and The Humber
2719,MRC,Cardiff University,School of Medicine,Research Grant,01/12/2016,30/11/2018,24316.0,Wales
2720,Innovate UK,Cardiff University,,Knowledge Transfer Partnership,01/09/2017,29/02/2020,115009.0,Wales
2725,MRC,University of Cambridge,Cambridge Institute for Medical Research,Research Grant,01/07/2016,30/06/2019,299758.0,East of England
2726,ESRC,University of Manchester,"Environment, Education and Development",Research Grant,01/01/2016,31/12/2018,555475.0,North West
2728,Innovate UK,42 Technology Limited,,Small Business Research Initiative,01/03/2018,28/02/2019,349590.0,East of England
2729,AHRC,University of Central Lancashire,Sch of Forensic and Investigative Sci,Research Grant,01/01/2016,31/12/2018,190916.0,North West
2730,BBSRC,Earlham Institute,Research Faculty,Training Grant,01/10/2018,30/09/2022,99034.0,East of England
2731,EPSRC,University of York,Computer Science,Research Grant,01/12/2018,31/05/2020,131677.0,Yorkshire and The Humber
2732,Innovate UK,Lig BiowiSE Limited,,CRD,01/11/2018,31/07/2019,34270.0,North West
2733,MRC,Papua New Guinea Inst of Med Research,Research,Research Grant,01/01/2016,31/12/2019,3346448.0,Outside UK
2737,Innovate UK,Hel Limited,,Feasibility Studies,01/12/2017,30/11/2018,202098.0,West Midlands
2738,Innovate UK,Avanti Communications Limited,,Feasibility Studies,01/11/2017,31/10/2018,198318.0,London
2739,BBSRC,University of Edinburgh,The Roslin Institute,Research Grant,01/09/2015,28/02/2019,530178.0,Scotland
2740,NERC,University of Leicester,Physics and Astronomy,Research Grant,01/05/2016,30/04/2020,178856.0,East Midlands
2742,BBSRC,The Pirbright Institute,Vector-borne Viral Diseases,Research Grant,01/10/2017,31/10/2019,296769.0,South East
2745,EPSRC,University College London,Civil Environmental and Geomatic Eng,Research Grant,03/01/2017,02/11/2019,198041.0,London
2746,EPSRC,University of Leicester,Engineering,Research Grant,01/03/2016,31/08/2019,291037.0,East Midlands
2747,NERC,University of Manchester,Earth Atmospheric and Env Sciences,Research Grant,01/10/2017,30/11/2020,609422.0,North West
2748,EPSRC,University of Leeds,Civil Engineering,Research Grant,01/09/2017,31/08/2021,1025622.0,Yorkshire and The Humber
2749,AHRC,University College London,Bentham Project,Research Grant,01/01/2016,31/12/2019,483084.0,London
2750,Innovate UK,University of Oxford,,CRD,01/09/2018,31/08/2020,1054907.0,South East
2751,EPSRC,"Queen Mary, University of London",Sch of Mathematical Sciences,Fellowship,01/06/2017,31/05/2020,303239.0,London
2753,ESRC,Heriot-Watt University,Sch of Social Sciences,Research Grant,01/08/2016,31/07/2019,274066.0,Scotland
2755,Innovate UK,Knowledge Transfer Network Limited,,CRD,01/12/2018,31/10/2019,120000.0,Unknown
2758,STFC,Imperial College London,Dept of Physics,Research Grant,01/10/2018,30/09/2020,41259.0,London
2760,NERC,Aston University,Sch of Engineering and Applied Science,Research Grant,05/09/2018,30/04/2021,265779.0,West Midlands
2761,Innovate UK,Axis Bioservices Limited,,EU-Funded,01/03/2018,28/02/2021,307205.0,Unknown
2764,ESRC,University of Southampton,"Sch of Economic, Social & Political Sci",Fellowship,01/10/2018,30/09/2019,70045.0,South East
2765,ESRC,King's College London,Social Genetic and Dev Psychiatry Centre,Research Grant,01/12/2015,30/11/2019,400890.0,London
2766,AHRC,Institute of Development Studies,Research Department,Research Grant,01/01/2017,31/12/2019,638206.0,South East
2768,BBSRC,University College London,MRC Laboratory of Molecular Cell Biology,Research Grant,06/03/2017,05/03/2020,445591.0,London
2769,NERC,University of Glasgow,School of Geographical & Earth Sciences,Research Grant,01/10/2018,30/09/2021,380776.0,Scotland
2772,Innovate UK,Cortirio Limited,,Feasibility Studies,01/03/2018,28/02/2019,147164.0,Unknown
2776,Innovate UK,PROKARIUM Limited,,Collaborative R&D,01/11/2016,31/03/2019,374331.0,West Midlands
2777,EPSRC,University of Liverpool,Computer Science,Research Grant,01/08/2017,31/07/2020,409109.0,North West
2778,Innovate UK,MicroPharm Limited,,Collaborative R&D,01/02/2017,31/07/2018,451323.0,Wales
2779,Innovate UK,Loughborough University,,Knowledge Transfer Partnership,01/04/2018,31/03/2020,103444.0,East Midlands
2781,MRC,University of Southampton,Clinical and Experimental Sciences,Fellowship,01/10/2017,30/09/2020,235730.0,South East
2786,EPSRC,University of Exeter,Administration,Training Grant,01/10/2018,30/09/2023,84849.0,South West
2787,BBSRC,John Innes Centre,Crop Genetics,Training Grant,01/10/2018,30/09/2022,99034.0,East of England
2788,EPSRC,University of Leeds,Sch of Computing,Research Grant,01/03/2017,30/09/2019,101037.0,Yorkshire and The Humber
2790,MRC,University of Birmingham,Institute of Cancer and Genomic Sciences,Research Grant,01/07/2018,09/01/2020,192611.0,West Midlands
2792,NERC,University of Exeter,Engineering Computer Science and Maths,Research Grant,31/12/2014,30/12/2018,1111599.0,South West
2793,MRC,University College London,Institute of Child Health,Research Grant,01/01/2015,31/07/2018,767005.0,London
2794,NERC,Imperial College London,Grantham Institute for Climate Change,Training Grant,01/10/2014,31/10/2022,7611216.0,London
2795,BBSRC,University of York,Biology,Research Grant,01/04/2017,31/03/2020,22264.0,Yorkshire and The Humber
2797,Innovate UK,Corporation Pop Ltd,,Collaborative R&D,01/01/2018,30/06/2019,467359.0,North West
2798,EPSRC,University of Glasgow,School of Chemistry,Research Grant,01/08/2018,31/07/2021,724061.0,Scotland
2800,MRC,The Wellcome Trust  Sanger Institute,Computational Genomics,Fellowship,01/04/2016,31/03/2019,259873.0,East of England
2801,NERC,NERC British Geological Survey,Groundwater,Research Grant,06/06/2014,31/12/2019,306861.0,East Midlands
2802,MRC,University of Exeter,Physics,Fellowship,01/11/2017,31/10/2022,790271.0,South West
2806,MRC,University of Oxford,Experimental Medicine,Research Grant,01/02/2018,31/01/2020,32443.0,South East
2807,EPSRC,University of Oxford,Mathematical Institute,Fellowship,02/05/2017,01/05/2020,271306.0,South East
2808,STFC,University of Edinburgh,Sch of Physics and Astronomy,Research Grant,01/10/2015,30/09/2019,2566418.0,Scotland
2811,EPSRC,"Queen Mary, University of London",Sch of Electronic Eng & Computer Science,Research Grant,01/11/2017,31/10/2020,388776.0,London
2812,BBSRC,"Royal Holloway, University of London",Psychology,Training Grant,17/04/2017,16/04/2020,11050.0,South East
2814,ESRC,King's College London,"Social Science, Health and Medicine",Research Grant,01/04/2016,31/07/2019,193356.0,London
2815,EPSRC,University of Sheffield,Oncology and Metabolism,Research Grant,17/10/2017,15/04/2019,100577.0,Yorkshire and The Humber
2816,EPSRC,University of Nottingham,Sch of Chemistry,Research Grant,01/12/2016,30/11/2019,446260.0,East Midlands
2817,STFC,University of Warwick,Physics,Training Grant,01/10/2015,30/09/2020,852035.0,West Midlands
2818,Innovate UK,University of Kent,,Knowledge Transfer Partnership,01/04/2018,31/03/2020,84886.0,South East
2823,ESRC,University of Sheffield,Architectural Studies,Research Grant,20/07/2017,19/07/2020,266090.0,Yorkshire and The Humber
2824,BBSRC,University of Leeds,School of Medicine,Research Grant,01/10/2017,30/09/2020,451455.0,Yorkshire and The Humber
2825,MRC,University of Manchester,School of Medical Sciences,Fellowship,03/08/2016,02/08/2019,269390.0,North West
2827,NC3Rs,King's College London,Developmental Neurobiology,Fellowship,01/02/2017,31/01/2019,132570.0,London
2828,MRC,University of Leeds,School of Medicine,Research Grant,01/04/2014,31/03/2019,6952753.0,Yorkshire and The Humber
2831,EPSRC,"Queen Mary, University of London",Sch of Electronic Eng & Computer Science,Training Grant,01/10/2018,30/09/2022,300000.0,London
2833,EPSRC,Imperial College London,Materials,Research Grant,01/11/2016,30/04/2019,363466.0,London
2835,STFC,University of the West of Scotland,School of Engineering,Research Grant,01/10/2017,30/09/2021,779539.0,Scotland
2837,Innovate UK,Arrival Limited,,Collaborative R&D,01/01/2018,30/06/2020,6820884.0,Unknown
2838,MRC,"Queen Mary, University of London",Barts Cancer Institute,Fellowship,01/02/2017,31/01/2022,1218815.0,London
2839,AHRC,University of Nottingham,Sch of Humanities,Research Grant,08/01/2018,07/01/2021,578675.0,East Midlands
2842,Innovate UK,Oxford Biomedica (UK) Limited,,CRD,01/12/2018,31/03/2019,1995000.0,South East
